ID,Created_at,USER,Is_Retweet,RT_User,RT_Id,Hashtags
1219884223303012400,Wed Jan 22 07:27:17 +0000 2020,alejanchan,true,RamyInocencio,1219863382968242200,"Any[""Coronavirus"", ""groundzero""]"
1219888638667972600,Wed Jan 22 07:44:50 +0000 2020,IfeanyiAbraham,false,0,0,0
1219880654382555100,Wed Jan 22 07:13:06 +0000 2020,MorenaDolphin,true,nytimes,1219690544936431600,0
1219887332997812200,Wed Jan 22 07:39:39 +0000 2020,Lilahjakobsson,false,0,0,0
1219883275499405300,Wed Jan 22 07:23:31 +0000 2020,VapeBookNet,true,Vaping_Train,1219882533971615700,"Any[""VapingTrain"", ""vapefam"", ""vapeon""]"
1219884527193149400,Wed Jan 22 07:28:30 +0000 2020,Princesslea33,false,0,0,0
1219881653104808000,Wed Jan 22 07:17:05 +0000 2020,hellowolkenfeld,true,med1cinewoman,1219695734657704000,"Any[""CDC""]"
1219880626385408000,Wed Jan 22 07:13:00 +0000 2020,Jeankarlew,true,nytimes,1219690544936431600,0
1219882116672032800,Wed Jan 22 07:18:55 +0000 2020,FOARP,true,danharris,1219688838143983600,"Any[""coronavirus"", ""China"", ""CDC"", ""seattle""]"
1219879476844208000,Wed Jan 22 07:08:26 +0000 2020,cmaria84,true,NYTHealth,1219689878147018800,0
1219881054540062700,Wed Jan 22 07:14:42 +0000 2020,C_mabunay,true,ajplus,1219695755092471800,0
1219888789843259400,Wed Jan 22 07:45:26 +0000 2020,nickmc95,true,eugenegu,1219706472797364200,0
1219882396859822000,Wed Jan 22 07:20:02 +0000 2020,StCloudMinnesot,false,0,0,0
1219886233800839200,Wed Jan 22 07:35:17 +0000 2020,JackyMejia_,true,CDCgov,1219725632906694700,"Any[""coronavirus""]"
1219882586828181500,Wed Jan 22 07:20:47 +0000 2020,soojween,true,ajplus,1219695755092471800,0
1219890016622645200,Wed Jan 22 07:50:19 +0000 2020,Nukem37,true,CasparKashkin,1219731869060620300,0
1219880735001149400,Wed Jan 22 07:13:26 +0000 2020,svagdis,true,BenSwann_,1219688095496339500,"Any[""sb276"", ""vaccinetruth"", ""vaccines""]"
1219879716867448800,Wed Jan 22 07:09:23 +0000 2020,DianaPR89,true,nytimes,1219690544936431600,0
1219886201605410800,Wed Jan 22 07:35:09 +0000 2020,elizabethannc18,true,LilyChanLC,1219792967503736800,0
1219880959698440200,Wed Jan 22 07:14:19 +0000 2020,townlecat,true,B52Malmet,1219696794067705900,0
1219885126760321000,Wed Jan 22 07:30:53 +0000 2020,missmizuno,true,RamyInocencio,1219863382968242200,"Any[""Coronavirus"", ""groundzero""]"
1219885114668261400,Wed Jan 22 07:30:50 +0000 2020,HABIBA327,true,CNN,1219857995632386000,0
1219880398756307000,Wed Jan 22 07:12:06 +0000 2020,Slaine_RS,true,nytimes,1219690544936431600,0
1219885488699531300,Wed Jan 22 07:32:19 +0000 2020,ShowUpFor2020,false,0,0,0
1219888350502379500,Wed Jan 22 07:43:41 +0000 2020,OwlsAndScales,false,0,0,0
1219884214922793000,Wed Jan 22 07:27:15 +0000 2020,Hongkon27195888,true,Dystopia992,1219777687138422800,"Any[""ChinaPneumonia"", ""US"", ""coronavirus"", ""Washington"", ""Wuhan"", ""WuhanPneumonia""]"
1219886171255459800,Wed Jan 22 07:35:02 +0000 2020,poandpo,false,0,0,"Any[""Health""]"
1219889343688401000,Wed Jan 22 07:47:38 +0000 2020,tapanok,true,DrNancyM_CDC,1219345124016173000,"Any[""antivirals""]"
1219889400659751000,Wed Jan 22 07:47:52 +0000 2020,healthierphilly,false,0,0,0
1219882808056909800,Wed Jan 22 07:21:40 +0000 2020,doggiemomma3,true,17BucksPAtri0t,1219801374780772400,"Any[""BigPharma""]"
1219882549268316200,Wed Jan 22 07:20:38 +0000 2020,engineer_1st,true,isabelmerana,1219689831426482200,0
1219881167132012500,Wed Jan 22 07:15:09 +0000 2020,MrMattyChappy,false,0,0,"Any[""CDC"", ""coronavirus""]"
1219890373792845800,Wed Jan 22 07:51:44 +0000 2020,heretosaveday07,true,ShellyKey,1219777365435453400,0
1219886151172886500,Wed Jan 22 07:34:57 +0000 2020,aliyalmighty,true,CNN,1219686139751288800,0
1219888640446255000,Wed Jan 22 07:44:50 +0000 2020,ObliqueRays,true,IndoPac_Info,1219870599691899000,"Any[""China"", ""US""]"
1219890619864309800,Wed Jan 22 07:52:42 +0000 2020,IspeakFrFries,true,nytimes,1219690544936431600,0
1219879948829237200,Wed Jan 22 07:10:18 +0000 2020,breakingnewsbo1,true,Verlin213,1219876692098859000,"Any[""Coronavirus""]"
1219883595050909700,Wed Jan 22 07:24:48 +0000 2020,MelanieHT1919,true,wsbtv,1219881129605398500,0
1219879482712109000,Wed Jan 22 07:08:27 +0000 2020,RickStoevenbeld,true,IndoPac_Info,1219870599691899000,"Any[""China"", ""US""]"
1219882651345047600,Wed Jan 22 07:21:03 +0000 2020,Vape_Auctions,true,Vaping_Train,1219882533971615700,"Any[""VapingTrain"", ""vapefam"", ""vapeon""]"
1219885631637196800,Wed Jan 22 07:32:53 +0000 2020,Successdeb,true,ASavageNation,1219679957368000500,0
1219883530768904200,Wed Jan 22 07:24:32 +0000 2020,iowa_ames,false,0,0,0
1219887842748326000,Wed Jan 22 07:41:40 +0000 2020,CharDeloche,true,CNN,1219826846566699000,0
1219883718422225000,Wed Jan 22 07:25:17 +0000 2020,turnbolt11,true,DonnaYoungDC,1218234095261667300,"Any[""CDC"", ""nCoV2019"", ""2019nCoV"", ""WHO"", ""Wuhan"", ""NIH"", ""Coronavirus""]"
1219880045889671200,Wed Jan 22 07:10:41 +0000 2020,LightSeekerMatt,true,CNN,1219826846566699000,0
1219879474642030600,Wed Jan 22 07:08:25 +0000 2020,Wintericecccc,true,nytimes,1219690544936431600,0
1219889672672776200,Wed Jan 22 07:48:57 +0000 2020,theruralists,true,LotusOak2,1216816843073167400,"Any[""vaccines"", ""VA""]"
1219889827233108000,Wed Jan 22 07:49:33 +0000 2020,WhippleMarc,false,0,0,0
1219885006048252000,Wed Jan 22 07:30:24 +0000 2020,chahongkong,true,RamyInocencio,1219863382968242200,"Any[""Coronavirus"", ""groundzero""]"
1219881554274447400,Wed Jan 22 07:16:41 +0000 2020,DavidPForsyth,false,0,0,"Any[""QuitLying"", ""VapingSavesLives""]"
1219890322735599600,Wed Jan 22 07:51:32 +0000 2020,Tante108,true,CasparKashkin,1219731869060620300,0
1219890623844704300,Wed Jan 22 07:52:43 +0000 2020,USATRUMPSTER,true,MikeE5037,1219709991596318700,0
1219886234819973000,Wed Jan 22 07:35:17 +0000 2020,Stroppy_Girl,false,0,0,0
1219884807858966500,Wed Jan 22 07:29:37 +0000 2020,eikomo,true,CDCFlu,1219725614388859000,"Any[""flu""]"
1219882271890497500,Wed Jan 22 07:19:32 +0000 2020,mhylee2,true,Dystopia992,1219777687138422800,"Any[""ChinaPneumonia"", ""US"", ""coronavirus"", ""Washington"", ""Wuhan"", ""WuhanPneumonia""]"
1219880384722325500,Wed Jan 22 07:12:02 +0000 2020,doggiemomma3,true,Inevitable_ET,1219799459212726300,0
1219883616689434600,Wed Jan 22 07:24:53 +0000 2020,deborahndlovu,true,Fredros_Inc,1219736807832682500,"Any[""NovelCoronaVirus"", ""Wuhan""]"
1219885070586142700,Wed Jan 22 07:30:39 +0000 2020,dovelydiana,true,AnneKPIX,1219698632217116700,"Any[""coronavirus""]"
1219883602680406000,Wed Jan 22 07:24:49 +0000 2020,Candi_AppleRed1,true,DMRHerbs,1219882410440966100,0
1219882524425351200,Wed Jan 22 07:20:32 +0000 2020,EdenfieldPl,true,digitaljournal,1219876359788466200,0
1219884874854740000,Wed Jan 22 07:29:53 +0000 2020,bertine698,true,AnnCoulter,1219694371995639800,0
1219880754722766800,Wed Jan 22 07:13:30 +0000 2020,pigeontoedpanda,true,UberFacts,1219713023256027100,0
1219880374278459400,Wed Jan 22 07:12:00 +0000 2020,OutiKuivasniemi,true,CDCgov,1219725632906694700,"Any[""coronavirus""]"
1219882132207784000,Wed Jan 22 07:18:59 +0000 2020,pinangodan,true,LotusOak2,1219529732527730700,"Any[""CDC"", ""vaccine""]"
1219888456265957400,Wed Jan 22 07:44:07 +0000 2020,ExactOptionPick,false,0,0,0
1219879947143172000,Wed Jan 22 07:10:18 +0000 2020,Sagittarius3020,false,0,0,0
1219886791286763500,Wed Jan 22 07:37:30 +0000 2020,VanDerSar_Lab,true,MicrobesInfect,1219705061510529000,"Any[""nCoV2019"", ""coronavirus"", ""Wuhan""]"
1219889718999093200,Wed Jan 22 07:49:08 +0000 2020,PSilanos,false,0,0,0
1219890390502793200,Wed Jan 22 07:51:48 +0000 2020,monitor_asia,false,0,0,0
1219889102545457200,Wed Jan 22 07:46:41 +0000 2020,061Lucia,true,NBCNews,1219792426791063600,0
1219885954904670200,Wed Jan 22 07:34:10 +0000 2020,KevinSells_RE,true,TravelLeisure,1219824781140332500,0
1219886870819111000,Wed Jan 22 07:37:49 +0000 2020,oomeru,true,CNN,1219826846566699000,0
1219885490415063000,Wed Jan 22 07:32:19 +0000 2020,rentonMagaUK,true,g_easton819,1219727176842403800,0
1219880056908132400,Wed Jan 22 07:10:44 +0000 2020,s3v3n7_,true,CNN,1219707570581057500,0
1219888025880031200,Wed Jan 22 07:42:24 +0000 2020,kaiaulumaui,false,0,0,0
1219884428496920600,Wed Jan 22 07:28:06 +0000 2020,PublicHealthMap,true,CDCgov,1219735176802132000,0
1219882768286371800,Wed Jan 22 07:21:30 +0000 2020,SuTNkwfrFkMhHsG,true,CDCgov,1219725632906694700,"Any[""coronavirus""]"
1219882403226845200,Wed Jan 22 07:20:03 +0000 2020,jmapl2,true,eugenegu,1219706472797364200,0
1219890537010016300,Wed Jan 22 07:52:23 +0000 2020,kennekai,true,kennekai,1219711064499204000,"Any[""NYTimes"", ""wuhanvirus"", ""SARSvirus""]"
1219881885989404700,Wed Jan 22 07:18:00 +0000 2020,HaoleThai,false,0,0,0
1219881117278462000,Wed Jan 22 07:14:57 +0000 2020,thomas_vici,true,LTHTpaedSALT,1219752777955577900,"Any[""TeamworkTuesday""]"
1219905806755385300,Wed Jan 22 08:53:03 +0000 2020,DEUXSVELTE,true,Dystopia992,1219777687138422800,"Any[""ChinaPneumonia"", ""US"", ""coronavirus"", ""Washington"", ""Wuhan"", ""WuhanPneumonia""]"
1219889474978500600,Wed Jan 22 07:48:09 +0000 2020,HongKongYan,true,nikki_miumiu,1219800525094260700,"Any[""WuhanCoronavirus""]"
1219906004286148600,Wed Jan 22 08:53:50 +0000 2020,Astraea_Styx,true,ABC,1219745569272475600,0
1219905399849148400,Wed Jan 22 08:51:26 +0000 2020,news_natural,true,Siderite,1219905081681830000,0
1219906284947955700,Wed Jan 22 08:54:57 +0000 2020,maci_2,true,RyanMarino,1219868416628207600,0
1219903898367996000,Wed Jan 22 08:45:28 +0000 2020,Swishap,true,wsbtv,1219896228927942700,0
1219904325272555500,Wed Jan 22 08:47:10 +0000 2020,Minihova,false,0,0,0
1219907361281912800,Wed Jan 22 08:59:14 +0000 2020,Fla_Medic,true,GertvanderHoek,1219906581279707100,0
1219878433968337000,Wed Jan 22 07:04:17 +0000 2020,Shalys_Petty,false,0,0,0
1219904687111012400,Wed Jan 22 08:48:36 +0000 2020,BeckyHa24553029,false,0,0,0
1219891759775473700,Wed Jan 22 07:57:14 +0000 2020,UMEAeo,true,WHO,1219736700093632500,"Any[""UnitedStates"", ""coronavirus"", ""Wuhan"", ""China""]"
1219905247285375000,Wed Jan 22 08:50:50 +0000 2020,aparadiseearth7,true,talialikeitis,1219805496384708600,0
1219904132238147600,Wed Jan 22 08:46:24 +0000 2020,maslarussa,true,RamyInocencio,1219863382968242200,"Any[""Coronavirus"", ""groundzero""]"
1219906716063670300,Wed Jan 22 08:56:40 +0000 2020,sweet_revenge3,false,0,0,0
1219906301846859800,Wed Jan 22 08:55:01 +0000 2020,The_Fabled_Fez,true,Dystopia992,1219777687138422800,"Any[""ChinaPneumonia"", ""US"", ""coronavirus"", ""Washington"", ""Wuhan"", ""WuhanPneumonia""]"
1219903987941625900,Wed Jan 22 08:45:50 +0000 2020,susanaalves1,true,CDCgov,1219725632906694700,"Any[""coronavirus""]"
1219885433355530200,Wed Jan 22 07:32:06 +0000 2020,Mas_Chingon,true,onlyyoontv,1219879868113903600,"Any[""WuhanCoronavirus"", ""China""]"
1219904244691562500,Wed Jan 22 08:46:51 +0000 2020,BLKROCKET,false,0,0,0
1219905738882945000,Wed Jan 22 08:52:47 +0000 2020,Marcofung14,true,Dystopia992,1219777687138422800,"Any[""ChinaPneumonia"", ""US"", ""coronavirus"", ""Washington"", ""Wuhan"", ""WuhanPneumonia""]"
1219879106440986600,Wed Jan 22 07:06:57 +0000 2020,melmack2k,false,0,0,"Any[""prensasalud"", ""feedly""]"
1219904919379042300,Wed Jan 22 08:49:32 +0000 2020,jenn_ebel,true,RyanMarino,1219868416628207600,0
1219907387336941600,Wed Jan 22 08:59:20 +0000 2020,HectateSatanas,false,0,0,0
1219904987037339600,Wed Jan 22 08:49:48 +0000 2020,decide_health,true,DrTomFrieden,1219657813292716000,0
1219904838902747100,Wed Jan 22 08:49:12 +0000 2020,azharruhaizad,true,ajplus,1219695755092471800,0
1219879606775373800,Wed Jan 22 07:08:57 +0000 2020,Angela_J_Bailey,false,0,0,"Any[""WuhanCoronavirus""]"
1219906343533867000,Wed Jan 22 08:55:11 +0000 2020,bryan_tam_1013,true,nytimes,1219690544936431600,0
1219892453098041300,Wed Jan 22 07:59:59 +0000 2020,smthwesson,true,NatGeo,1219788033677037600,0
1219878695789162500,Wed Jan 22 07:05:19 +0000 2020,yoh76415,true,cnnbrk,1219706962851569700,0
1219904047345537000,Wed Jan 22 08:46:04 +0000 2020,z3dour1ng,true,RamyInocencio,1219863382968242200,"Any[""Coronavirus"", ""groundzero""]"
1219877369781145600,Wed Jan 22 07:00:03 +0000 2020,Farm_Machinery_,true,DoctorDoubleTap,1219877354496856000,"Any[""TheWalkingDead"", ""TWD""]"
1219905474730111000,Wed Jan 22 08:51:44 +0000 2020,AngieGLaw,true,nytimes,1219690544936431600,0
1219906652528246800,Wed Jan 22 08:56:25 +0000 2020,EllaContor,true,SummerInSmokeHK,1219845726252847000,"Any[""CHINA"", ""US"", ""ChinesePneumonia"", ""CCP""]"
1219889467235815400,Wed Jan 22 07:48:08 +0000 2020,wumaonmsl,false,0,0,"Any[""CCP"", ""WuhanPneumonia"", ""WuhanCoronavirus""]"
1219891235353063400,Wed Jan 22 07:55:09 +0000 2020,neil_bodie,true,timothysheahan,1219811251938910200,"Any[""coronavirus"", ""WuhanCoronavirus"", ""emergingvirus"", ""SARS"", ""MERS"", ""nCoV2019""]"
1219906889204416500,Wed Jan 22 08:57:21 +0000 2020,vocalexpert,true,med1cinewoman,1219695734657704000,"Any[""CDC""]"
1219890108381442000,Wed Jan 22 07:50:40 +0000 2020,kvartinio,true,onlyyoontv,1219848788585484300,"Any[""China"", ""WuhanCoronavirus""]"
1219904169915617300,Wed Jan 22 08:46:33 +0000 2020,OfficerDadLife,true,nytimes,1219690544936431600,0
1219890641003352000,Wed Jan 22 07:52:47 +0000 2020,peterchanky,true,jeromyu,1219856781586813000,"Any[""WuhanCoronavirus""]"
1219878938748440600,Wed Jan 22 07:06:17 +0000 2020,KC_EASY_HK,true,CDCFlu,1219027761903362000,"Any[""flu""]"
1219904701719896000,Wed Jan 22 08:48:40 +0000 2020,AngelaStalcup,true,wsbtv,1219896228927942700,0
1219905297159946200,Wed Jan 22 08:51:02 +0000 2020,Kazmataz77,true,BeckyHa24553029,1219904687111012400,0
1219905090716414000,Wed Jan 22 08:50:13 +0000 2020,dempseydmc,true,CDCgov,1219725632906694700,"Any[""coronavirus""]"
1219881309872558000,Wed Jan 22 07:15:43 +0000 2020,MatthewMahabadi,false,0,0,"Any[""WuhanCoronavirus""]"
1219878281870282800,Wed Jan 22 07:03:41 +0000 2020,emblems4life,true,17BucksPAtri0t,1219801374780772400,"Any[""BigPharma""]"
1219879095888154600,Wed Jan 22 07:06:55 +0000 2020,GeorgeShoudai,true,CNN,1219707570581057500,0
1219879049020899300,Wed Jan 22 07:06:44 +0000 2020,goatsrgr8,true,ABC,1219745569272475600,0
1219878165335560200,Wed Jan 22 07:03:13 +0000 2020,naveenu42934630,false,0,0,0
1219906920670167000,Wed Jan 22 08:57:29 +0000 2020,AmitMangat,true,ABC,1219745569272475600,0
1219885816266162200,Wed Jan 22 07:33:37 +0000 2020,debbywuintaipei,false,0,0,"Any[""WuhanPneumonia"", ""WuhanCoronavirus""]"
1219905081681830000,Wed Jan 22 08:50:10 +0000 2020,Siderite,false,0,0,0
